Row ID,Order ID,Order Date,Date Key,Contact Name,Country,City,Region,Subregion,Customer,Customer ID,Industry,Segment,Product,License,Sales,Quantity,Discount,Profit,GDP_per_Capita,Internet_Penetration,Profit Margin
2117,EMEA-2021-159786,2021-10-12,20211012,Molly Scott,United Kingdom,Liverpool,EMEA,UKIR,American Express,1005,Finance,SMB,ContactMatcher,FHXUFCBEE8,209.67,1,0.4,-13.98,53246.3676145108,96.2988,-6.67
2118,AMER-2022-130267,2022-09-20,20220920,Connor Nolan,United States,Burlington,AMER,NAMER,Allianz,1080,Finance,SMB,Support,MF8EJJ5DXH,159.88,7,0.0,73.54,84534.0407841548,93.1444,46.0
2119,AMER-2023-155460,2023-04-14,20230414,Connor McDonald,Canada,Toronto,AMER,NAMER,Chevron,1017,Energy,Strategic,Support,9IW8GKMPPY,5.28,1,0.0,2.38,54340.3477224733,93.9564,45.0
2120,AMER-2023-155460,2023-04-14,20230414,Connor McDonald,Canada,Toronto,AMER,NAMER,Chevron,1017,Energy,Strategic,ContactMatcher,CAR4Y072J6,895.92,5,0.2,302.37,54340.3477224733,93.9564,33.75
2121,EMEA-2023-168690,2023-01-08,20230108,Adam Davidson,Germany,Munich,EMEA,EU-WEST,Amazon,1004,Tech,SMB,ContactMatcher,QW8WF6CAXG,2.81,3,0.7,-1.97,56103.7323182554,93.5,-70.0
2122,AMER-2023-158246,2023-11-10,20231110,Gabrielle Ogden,United States,Sacramento,AMER,NAMER,Royal Dutch Shell,1031,Energy,Strategic,FinanceHub,65AOKJAH3H,215.98,3,0.2,-2.7,84534.0407841548,93.1444,-1.25
2123,AMER-2023-167381,2023-09-23,20230923,Leah MacLeod,Brazil,Manaus,AMER,LATAM,Lukoil,1044,Energy,Enterprise,Marketing Suite,0GBEPYY7VU,241.96,2,0.0,41.13,10310.5488778166,84.4635,17.0
2124,AMER-2023-167381,2023-09-23,20230923,Leah MacLeod,Brazil,Manaus,AMER,LATAM,Lukoil,1044,Energy,Enterprise,FinanceHub,DBMSG9TU09,27.72,9,0.0,13.31,10310.5488778166,84.4635,48.0
2125,EMEA-2023-144862,2023-12-02,20231202,Leah MacLeod,France,Paris,EMEA,EU-WEST,Lukoil,1044,Energy,Enterprise,SaaS Connector Pack - Gold,PH20J28NLA,104.68,5,0.2,35.33,46103.0840855884,88.6538,33.75
2126,EMEA-2023-144862,2023-12-02,20231202,Leah MacLeod,France,Paris,EMEA,EU-WEST,Lukoil,1044,Energy,Enterprise,Site Analytics,XU4Q9S9AEW,62.96,7,0.4,9.44,46103.0840855884,88.6538,15.0
2127,EMEA-2020-126032,2020-06-23,20200623,Pippa Kerr,France,Paris,EMEA,EU-WEST,Morgan Stanley,1068,Finance,SMB,Data Smasher,KXSBHIRV7V,86.38,3,0.2,1.08,46103.0840855884,88.6538,1.25
2128,EMEA-2021-134859,2021-10-04,20211004,Warren McGrath,France,Paris,EMEA,EU-WEST,Huawei,1086,Tech,Enterprise,SaaS Connector Pack,IL7G3HW85Q,64.94,3,0.2,6.49,46103.0840855884,88.6538,10.0
2129,EMEA-2021-134859,2021-10-04,20211004,Warren McGrath,France,Paris,EMEA,EU-WEST,Huawei,1086,Tech,Enterprise,Support,FT7TRRD8I4,20.74,4,0.2,7.26,46103.0840855884,88.6538,35.0
2130,EMEA-2020-114188,2020-05-20,20200520,Gordon Bower,Greece,Athens,EMEA,EU-EAST,Verizon Communications,1094,Communications,Strategic,OneView,TT2UB8E21Y,33.28,4,0.0,9.32,24626.1481858973,86.2697,28.0
2131,EMEA-2020-114188,2020-05-20,20200520,Gordon Bower,Greece,Athens,EMEA,EU-EAST,Verizon Communications,1094,Communications,Strategic,ChatBot Plugin,0B490DC766,38.52,9,0.0,11.94,24626.1481858973,86.2697,31.0
2132,EMEA-2020-114188,2020-05-20,20200520,Gordon Bower,Greece,Athens,EMEA,EU-EAST,Verizon Communications,1094,Communications,Strategic,SaaS Connector Pack,7NKCA0I493,139.86,7,0.0,60.14,24626.1481858973,86.2697,43.0
2133,EMEA-2021-156524,2021-11-20,20211120,Deirdre James,United Kingdom,London,EMEA,UKIR,Prudential Financial,1078,Finance,SMB,Support,SWZYXPA9MI,19.65,3,0.0,9.04,53246.3676145108,96.2988,46.0
2134,EMEA-2021-122210,2021-11-30,20211130,Leonard Kelly,France,Paris,EMEA,EU-WEST,ConocoPhillips,1024,Energy,SMB,ContactMatcher,GBFD3M3TTT,152.99,3,0.7,-122.39,46103.0840855884,88.6538,-80.0
2135,EMEA-2021-122210,2021-11-30,20211130,Leonard Kelly,France,Paris,EMEA,EU-WEST,ConocoPhillips,1024,Energy,SMB,Storage,Z23W5UPEE0,10.58,7,0.2,-2.38,46103.0840855884,88.6538,-22.5
2136,EMEA-2021-122210,2021-11-30,20211130,Leonard Kelly,France,Paris,EMEA,EU-WEST,ConocoPhillips,1024,Energy,SMB,Site Analytics,B5HR7R40BC,94.92,4,0.4,15.82,46103.0840855884,88.6538,16.67
2137,APJ-2021-156377,2021-12-31,20211231,Sue Miller,Japan,Saitama,APJ,JAPN,Cisco Systems,1019,Tech,SMB,SaaS Connector Pack,5X3GDDS2JH,14.76,5,0.6,-11.44,32487.0778047567,86.9815,-77.5
2138,APJ-2021-156377,2021-12-31,20211231,Sue Miller,Japan,Saitama,APJ,JAPN,Cisco Systems,1019,Tech,SMB,ContactMatcher,9G8495XRYJ,3.66,4,0.8,-5.85,32487.0778047567,86.9815,-160.0
2139,EMEA-2023-157896,2023-11-17,20231117,Caroline Greene,United Kingdom,London,EMEA,UKIR,Daimler,1052,Transportation,SMB,Support,467N74XWGE,146.82,3,0.0,73.41,53246.3676145108,96.2988,50.0
2140,EMEA-2020-159520,2020-06-06,20200606,Emily Fisher,United Kingdom,Leeds,EMEA,UKIR,Costco Wholesale,1025,Retail,Strategic,ContactMatcher,CYO9ZQS0Z7,149.54,9,0.2,50.47,53246.3676145108,96.2988,33.75
2141,EMEA-2020-159520,2020-06-06,20200606,Emily Fisher,United Kingdom,Leeds,EMEA,UKIR,Costco Wholesale,1025,Retail,Strategic,Support,OK4LC0M5RP,17.14,2,0.0,4.46,53246.3676145108,96.2988,26.0
2142,EMEA-2020-159520,2020-06-06,20200606,Emily Fisher,United Kingdom,Leeds,EMEA,UKIR,Costco Wholesale,1025,Retail,Strategic,ContactMatcher,G538MY98PE,991.76,3,0.4,-347.12,53246.3676145108,96.2988,-35.0
2143,EMEA-2022-155481,2022-09-02,20220902,Phil Dowd,France,Paris,EMEA,EU-WEST,AT&T,1010,Communications,Strategic,Support,BDBN5XQDCN,30.48,6,0.2,9.91,46103.0840855884,88.6538,32.5
2144,EMEA-2022-155481,2022-09-02,20220902,Phil Dowd,France,Paris,EMEA,EU-WEST,AT&T,1010,Communications,Strategic,Site Analytics,3W77SMCO1Y,23.99,2,0.4,-4.8,46103.0840855884,88.6538,-20.0
2145,EMEA-2022-155481,2022-09-02,20220902,Phil Dowd,France,Paris,EMEA,EU-WEST,AT&T,1010,Communications,Strategic,Storage,54HP6M64E6,16.69,7,0.2,5.42,46103.0840855884,88.6538,32.5
2146,EMEA-2022-152051,2022-06-26,20220626,Victor Walsh,France,Nantes,EMEA,EU-WEST,Allianz,1080,Finance,Strategic,FinanceHub,SDMN5QYXN5,422.06,3,0.3,-18.09,46103.0840855884,88.6538,-4.29
2147,EMEA-2022-152051,2022-06-26,20220626,Victor Walsh,France,Nantes,EMEA,EU-WEST,Allianz,1080,Finance,Strategic,ContactMatcher,JWLKX8XL3O,38.09,4,0.7,-27.93,46103.0840855884,88.6538,-73.33
2148,EMEA-2022-152051,2022-06-26,20220626,Victor Walsh,France,Nantes,EMEA,EU-WEST,Allianz,1080,Finance,Strategic,Marketing Suite - Gold,ZV3EURRSKL,254.35,6,0.2,-50.87,46103.0840855884,88.6538,-20.0
2149,AMER-2020-141607,2020-12-12,20201212,Leonard Kelly,United States,Columbus,AMER,NAMER,ConocoPhillips,1024,Energy,SMB,SaaS Connector Pack,W5U8IY01WW,43.31,1,0.0,4.33,84534.0407841548,93.1444,10.0
2150,EMEA-2023-102771,2023-04-01,20230401,Colin Glover,United Kingdom,London,EMEA,UKIR,Verizon Communications,1094,Communications,SMB,Site Analytics,IXOWT3CNE1,84.95,5,0.0,22.09,53246.3676145108,96.2988,26.0
2151,APJ-2023-139969,2023-11-20,20231120,Brian Peters,Japan,Sapporo,APJ,JAPN,China National Petroleum,1023,Energy,SMB,FinanceHub,GLZF1XRD2X,233.06,3,0.3,-53.27,32487.0778047567,86.9815,-22.86
2152,EMEA-2020-167360,2020-11-24,20201124,Connor Paige,Poland,Warsaw,EMEA,EU-WEST,AT&T,1010,Communications,SMB,Data Smasher,EPJ1ED98DY,111.79,7,0.0,43.6,25103.565661423,88.585,39.0
2153,APJ-2021-123505,2021-11-22,20211122,Sophie Murray,"Korea, Rep.",Seoul,APJ,APAC,Alphabet,1053,Tech,SMB,Support,LMOGVCLEIN,14.94,3,0.0,7.02,36238.639908315,97.8956,47.0
2154,EMEA-2022-117282,2022-07-15,20220715,Carol James,United Kingdom,London,EMEA,UKIR,AmerisourceBergen,1007,Healthcare,Strategic,ContactMatcher,I9NBABP5GP,14.16,2,0.2,5.13,53246.3676145108,96.2988,36.25
2155,APJ-2022-120460,2022-05-01,20220501,Bella Hodges,Japan,Aichi,APJ,JAPN,Cisco Systems,1019,Tech,Enterprise,SaaS Connector Pack,XYZG2HRSCO,22.61,3,0.6,-10.17,32487.0778047567,86.9815,-45.0
2156,AMER-2022-111115,2022-07-26,20220726,Cameron Randall,United States,New York City,AMER,NAMER,Coca-Cola,1021,Consumer Products,SMB,Storage,R7IC45YVMY,21.48,6,0.0,10.74,84534.0407841548,93.1444,50.0
2157,EMEA-2020-124646,2020-06-22,20200622,Charles Lee,Luxembourg,Luxembourg,EMEA,EU-WEST,UnitedHealth Group,1092,Healthcare,SMB,Marketing Suite - Gold,XXFMEWLWJD,501.81,3,0.0,0.0,137781.681659123,98.7606,0.0
2158,EMEA-2020-124646,2020-06-22,20200622,Charles Lee,Luxembourg,Luxembourg,EMEA,EU-WEST,UnitedHealth Group,1092,Healthcare,SMB,Marketing Suite - Gold,BSRULX6ME1,161.94,3,0.0,9.72,137781.681659123,98.7606,6.0
2159,EMEA-2023-148166,2023-10-22,20231022,Sean Bower,Germany,Stuttgart,EMEA,EU-WEST,HonHai Precision Industry,1033,Tech,Enterprise,ChatBot Plugin,D9S7G8IPAO,17.86,4,0.2,2.01,56103.7323182554,93.5,11.25
2160,APJ-2022-159737,2022-09-04,20220904,Colin Morgan,Australia,Sydney,APJ,ANZ,Boeing,1014,Manufacturing,SMB,ContactMatcher,Y9NX7H70A2,8.81,3,0.8,-14.97,64603.9856308464,97.0631,-170.0
2161,AMER-2022-141019,2022-05-15,20220515,Vanessa Davidson,Mexico,Guadalajara,AMER,LATAM,Cigna,1038,Healthcare,SMB,SaaS Connector Pack,LYJWFDSTHR,79.38,1,0.2,29.77,14185.7812248529,81.1832,37.5
2162,AMER-2022-101938,2022-01-07,20220107,Luke Terry,United States,San Diego,AMER,NAMER,Airbus,1030,Manufacturing,Enterprise,ChatBot Plugin,UMNJE0DUDT,34.58,1,0.0,10.03,84534.0407841548,93.1444,29.0
2163,AMER-2023-166296,2023-03-14,20230314,Lucas Newman,United States,Fort Worth,AMER,NAMER,Allstate,1003,Finance,Enterprise,Support,HD497ASFIB,314.55,3,0.0,150.98,84534.0407841548,93.1444,48.0
2164,APJ-2022-154018,2022-10-14,20221014,Angela Parsons,Japan,Kanagawa,APJ,JAPN,AmerisourceBergen,1007,Healthcare,SMB,Data Smasher,O4HPCHJ6V5,191.98,3,0.2,24.0,32487.0778047567,86.9815,12.5
2165,APJ-2022-154018,2022-10-14,20221014,Angela Parsons,Japan,Kanagawa,APJ,JAPN,AmerisourceBergen,1007,Healthcare,SMB,Support,MRQM7HGC9G,8.29,2,0.2,3.0,32487.0778047567,86.9815,36.25
2166,APJ-2022-154018,2022-10-14,20221014,Angela Parsons,Japan,Kanagawa,APJ,JAPN,AmerisourceBergen,1007,Healthcare,SMB,SaaS Connector Pack,S8H1W0I3JT,139.92,5,0.6,-150.41,32487.0778047567,86.9815,-107.5
2167,APJ-2022-154018,2022-10-14,20221014,Angela Parsons,Japan,Kanagawa,APJ,JAPN,AmerisourceBergen,1007,Healthcare,SMB,ChatBot Plugin,DZUF8JSVVT,15.87,1,0.2,1.19,32487.0778047567,86.9815,7.5
2168,APJ-2022-154018,2022-10-14,20221014,Angela Parsons,Japan,Kanagawa,APJ,JAPN,AmerisourceBergen,1007,Healthcare,SMB,ContactMatcher,FFTTO7UCVK,6.29,7,0.8,-11.0,32487.0778047567,86.9815,-175.0
2169,AMER-2023-117870,2023-01-28,20230128,Grace Butler,Mexico,Puerto Vallarta,AMER,LATAM,Mondelez International,1067,Consumer Products,SMB,ChatBot Plugin,E6BITP0OPD,14.02,3,0.2,1.75,14185.7812248529,81.1832,12.5
2170,AMER-2023-117870,2023-01-28,20230128,Grace Butler,Mexico,Puerto Vallarta,AMER,LATAM,Mondelez International,1067,Consumer Products,SMB,Data Smasher,870O41E5M9,71.98,3,0.2,-9.0,14185.7812248529,81.1832,-12.5
2171,AMER-2023-117870,2023-01-28,20230128,Grace Butler,Mexico,Puerto Vallarta,AMER,LATAM,Mondelez International,1067,Consumer Products,SMB,Site Analytics,5832Y7CLSP,107.98,3,0.4,-27.0,14185.7812248529,81.1832,-25.0
2172,APJ-2023-137491,2023-11-20,20231120,Karen Mathis,Japan,Ibaraki,APJ,JAPN,Pemex,1058,Energy,Strategic,FinanceHub,BTFHALG28V,305.31,2,0.3,-8.72,32487.0778047567,86.9815,-2.86
2173,AMER-2020-152296,2020-08-01,20200801,Joe Lee,United States,Los Angeles,AMER,NAMER,Allianz,1080,Finance,SMB,ContactMatcher,W99OW2Q7UT,19.75,3,0.2,6.91,84534.0407841548,93.1444,35.0
2174,APJ-2022-112025,2022-07-31,20220731,Victor Short,Japan,Tokyo,APJ,JAPN,Prudential Financial,1078,Finance,Enterprise,ContactMatcher,ZZYPG83FN9,9.26,3,0.8,-13.9,32487.0778047567,86.9815,-150.0
2175,APJ-2021-132507,2021-07-30,20210730,Warren Reid,Japan,Tokyo,APJ,JAPN,Wells Fargo,1099,Finance,Strategic,Marketing Suite - Gold,H3CNF1TBWL,61.79,4,0.2,6.18,32487.0778047567,86.9815,10.0
2176,EMEA-2022-125738,2022-10-16,20221016,Max Langdon,Turkiye,Istanbul,EMEA,MEA,J.P. Morgan Chase & Co.,1054,Finance,Enterprise,Support,OH4JWZNMP6,45.68,2,0.0,21.01,15892.7157287241,87.3079,46.0
2177,EMEA-2022-125738,2022-10-16,20221016,Max Langdon,Turkiye,Istanbul,EMEA,MEA,J.P. Morgan Chase & Co.,1054,Finance,Enterprise,Support,U7BV2OGPJH,60.12,9,0.0,28.86,15892.7157287241,87.3079,48.0
2178,EMEA-2022-125738,2022-10-16,20221016,Max Langdon,Turkiye,Istanbul,EMEA,MEA,J.P. Morgan Chase & Co.,1054,Finance,Enterprise,ContactMatcher,4VYRHQBX5D,41.72,5,0.2,13.04,15892.7157287241,87.3079,31.25
2179,EMEA-2022-125738,2022-10-16,20221016,Max Langdon,Turkiye,Istanbul,EMEA,MEA,J.P. Morgan Chase & Co.,1054,Finance,Enterprise,Support,XAL08S1FOO,71.6,8,0.0,32.94,15892.7157287241,87.3079,46.0
2180,EMEA-2022-128818,2022-05-08,20220508,Blake Fraser,United Kingdom,London,EMEA,UKIR,UnitedHealth Group,1092,Healthcare,SMB,ContactMatcher,R2TO5SYGXS,85.23,7,0.2,30.9,53246.3676145108,96.2988,36.25
2181,EMEA-2022-128818,2022-05-08,20220508,Blake Fraser,United Kingdom,London,EMEA,UKIR,UnitedHealth Group,1092,Healthcare,SMB,FinanceHub,D883L570CZ,44.4,3,0.0,22.2,53246.3676145108,96.2988,50.0
2182,EMEA-2022-128818,2022-05-08,20220508,Blake Fraser,United Kingdom,London,EMEA,UKIR,UnitedHealth Group,1092,Healthcare,SMB,FinanceHub,2IN9WTBVHG,442.76,4,0.1,59.04,53246.3676145108,96.2988,13.33
2183,EMEA-2022-128818,2022-05-08,20220508,Blake Fraser,United Kingdom,London,EMEA,UKIR,UnitedHealth Group,1092,Healthcare,SMB,Big Ol Database,1ZVAHKM2AY,3999.95,5,0.0,1159.99,53246.3676145108,96.2988,29.0
2184,EMEA-2022-128818,2022-05-08,20220508,Blake Fraser,United Kingdom,London,EMEA,UKIR,UnitedHealth Group,1092,Healthcare,SMB,Data Smasher,06MB696NIQ,199.95,5,0.0,21.99,53246.3676145108,96.2988,11.0
2185,EMEA-2022-128818,2022-05-08,20220508,Blake Fraser,United Kingdom,London,EMEA,UKIR,UnitedHealth Group,1092,Healthcare,SMB,SaaS Connector Pack,U1V9VPCANC,63.68,8,0.0,28.02,53246.3676145108,96.2988,44.0
2186,AMER-2023-124576,2023-08-02,20230802,Jan Clark,United States,Jackson,AMER,NAMER,Samsung Electronics,1015,Tech,Strategic,ContactMatcher,MSGGHC4FG3,54.9,2,0.2,18.53,84534.0407841548,93.1444,33.75
2187,EMEA-2022-101378,2022-07-15,20220715,Gordon Baker,Portugal,Lisboa,EMEA,EU-WEST,ConocoPhillips,1024,Energy,SMB,Data Smasher,WS1GWG4V5S,29.0,2,0.0,7.25,29292.242104753,88.487,25.0
2188,APJ-2023-143063,2023-08-11,20230811,Joe Lee,India,Mumbai,APJ,IND,Allianz,1080,Finance,SMB,SaaS Connector Pack - Gold,OXYWODJ2JC,70.08,6,0.0,35.04,2694.73780859961,70.0,50.0
2189,APJ-2023-143063,2023-08-11,20230811,Joe Lee,India,Mumbai,APJ,IND,Allianz,1080,Finance,SMB,SaaS Connector Pack,J4085LMVXQ,121.3,2,0.0,25.47,2694.73780859961,70.0,21.0
2190,APJ-2023-143063,2023-08-11,20230811,Joe Lee,India,Mumbai,APJ,IND,Allianz,1080,Finance,SMB,Site Analytics,M3QA53QITS,1454.49,9,0.0,378.17,2694.73780859961,70.0,26.0
2191,AMER-2022-118913,2022-06-26,20220626,Diane Buckland,United States,New York City,AMER,NAMER,Ford Motor,1009,Manufacturing,SMB,OneView,YECZV05BLS,60.81,3,0.0,17.03,84534.0407841548,93.1444,28.0
2192,AMER-2022-128412,2022-12-11,20221211,Stephen Dyer,Canada,Toronto,AMER,NAMER,AT&T,1010,Communications,SMB,ContactMatcher,2L2OERLS0X,153.55,3,0.2,51.82,54340.3477224733,93.9564,33.75
2193,AMER-2022-128412,2022-12-11,20221211,Stephen Dyer,Canada,Toronto,AMER,NAMER,AT&T,1010,Communications,SMB,OneView,0V7SRU3MF3,65.34,3,0.0,22.87,54340.3477224733,93.9564,35.0
2194,AMER-2022-128412,2022-12-11,20221211,Stephen Dyer,Canada,Toronto,AMER,NAMER,AT&T,1010,Communications,SMB,Support,DUBUX97DT5,123.92,4,0.0,55.76,54340.3477224733,93.9564,45.0
2195,AMER-2022-128412,2022-12-11,20221211,Stephen Dyer,Canada,Toronto,AMER,NAMER,AT&T,1010,Communications,SMB,OneView,HFFNL8IBHZ,35.1,3,0.0,12.28,54340.3477224733,93.9564,35.0
2196,AMER-2022-128412,2022-12-11,20221211,Stephen Dyer,Canada,Toronto,AMER,NAMER,AT&T,1010,Communications,SMB,Data Smasher,LGU6UPBVVJ,44.75,5,0.0,8.5,54340.3477224733,93.9564,19.0
2197,EMEA-2022-136483,2022-12-02,20221202,Owen Hill,South Africa,Johannesburg,EMEA,MEA,Walgreens,1095,Retail,SMB,ChatBot Plugin,U5BE1T1NFT,4.7,2,0.2,0.41,6267.186814093,75.6592,8.75
2198,EMEA-2020-163013,2020-11-28,20201128,Jasmine Greene,Portugal,Porto,EMEA,EU-WEST,Carrefour,1048,Retail,SMB,ChatBot Plugin,834AKMD76Q,14.67,3,0.0,3.96,29292.242104753,88.487,27.0
2199,EMEA-2021-135363,2021-03-28,20210328,Evan Ince,France,Paris,EMEA,EU-WEST,Banco Santander,1101,Finance,SMB,Support,JJ16G70ZB4,15.55,3,0.2,5.44,46103.0840855884,88.6538,35.0
2200,EMEA-2021-135363,2021-03-28,20210328,Evan Ince,France,Paris,EMEA,EU-WEST,Banco Santander,1101,Finance,SMB,Support,Z8FUR9XZXM,5.23,1,0.2,1.7,46103.0840855884,88.6538,32.5
2201,EMEA-2020-165659,2020-06-01,20200601,Ava Ellison,United Arab Emirates,Abu Dhabi,EMEA,MEA,Oracle,1072,Tech,SMB,SaaS Connector Pack,XSPXNOBIS7,22.2,6,0.0,9.1,50273.5060469837,100.0,41.0
2202,EMEA-2020-165659,2020-06-01,20200601,Ava Ellison,United Arab Emirates,Abu Dhabi,EMEA,MEA,Oracle,1072,Tech,SMB,Site Analytics,WZKJYEZ0A3,881.93,7,0.0,229.3,50273.5060469837,100.0,26.0
2203,AMER-2021-138002,2021-09-06,20210906,Ruth Kerr,Canada,Toronto,AMER,NAMER,Citigroup,1020,Finance,Enterprise,ContactMatcher,O18BETJCCH,6.1,2,0.2,2.13,54340.3477224733,93.9564,35.0
2204,AMER-2021-138002,2021-09-06,20210906,Ruth Kerr,Canada,Toronto,AMER,NAMER,Citigroup,1020,Finance,Enterprise,SaaS Connector Pack,R04461JMVD,191.82,3,0.0,74.81,54340.3477224733,93.9564,39.0
2205,EMEA-2021-128860,2021-06-29,20210629,Natalie Sanderson,France,Nice,EMEA,EU-WEST,Aetna,1002,Healthcare,SMB,SaaS Connector Pack,8BDLM7M639,20.1,1,0.2,1.76,46103.0840855884,88.6538,8.75
2206,EMEA-2022-164350,2022-09-11,20220911,Edward Mathis,South Africa,Cape Town,EMEA,MEA,Airbus,1030,Manufacturing,Enterprise,ChatBot Plugin,OUPDW4J3S2,67.56,3,0.2,8.44,6267.186814093,75.6592,12.5
2207,APJ-2020-103905,2020-07-14,20200714,Donna Bailey,Australia,Melbourne,APJ,ANZ,Exxon Mobil,1034,Energy,Enterprise,ContactMatcher,P8W6TTYRY2,29.93,7,0.8,-46.39,64603.9856308464,97.0631,-155.0
2208,APJ-2020-103905,2020-07-14,20200714,Donna Bailey,Australia,Melbourne,APJ,ANZ,Exxon Mobil,1034,Energy,Enterprise,Site Analytics,YG4SZN9KPW,38.27,4,0.2,3.83,64603.9856308464,97.0631,10.0
2209,EMEA-2021-129854,2021-08-22,20210822,Peter Quinn,United Kingdom,London,EMEA,UKIR,Walgreens,1095,Retail,Enterprise,ChatBot Plugin,G5FGS2HTAZ,16.52,4,0.0,7.6,53246.3676145108,96.2988,46.0
2210,EMEA-2020-125556,2020-11-14,20201114,Lucas Oliver,Saudi Arabia,Riyadh,EMEA,MEA,Panasonic,1091,Tech,SMB,Site Analytics,4CD95296HK,832.93,7,0.0,233.22,35121.6628687742,100.0,28.0
2211,EMEA-2020-125556,2020-11-14,20201114,Lucas Oliver,Saudi Arabia,Riyadh,EMEA,MEA,Panasonic,1091,Tech,SMB,ContactMatcher,D62L5762F1,43.8,10,0.0,21.02,35121.6628687742,100.0,48.0
2212,AMER-2022-162313,2022-11-28,20221128,Gordon Chapman,Brazil,Brasília,AMER,LATAM,Itochu,1032,Finance,Strategic,OneView,T1WX3Y74OP,167.29,6,0.1,29.74,10310.5488778166,84.4635,17.78
2213,EMEA-2023-107874,2023-11-22,20231122,Luke Davidson,United Kingdom,London,EMEA,UKIR,Ford Motor,1009,Manufacturing,SMB,SaaS Connector Pack,SPPH8US3ZK,27.42,1,0.0,11.24,53246.3676145108,96.2988,41.0
2214,AMER-2023-129378,2023-10-02,20231002,Frank Piper,United States,Chicago,AMER,NAMER,AmerisourceBergen,1007,Healthcare,SMB,ContactMatcher,F8W0MIDGC3,1.44,1,0.2,0.5,84534.0407841548,93.1444,35.0
2215,AMER-2023-129378,2023-10-02,20231002,Frank Piper,United States,Chicago,AMER,NAMER,AmerisourceBergen,1007,Healthcare,SMB,ContactMatcher,Z1UMLZQ8B4,61.78,13,0.2,20.85,84534.0407841548,93.1444,33.75
2216,AMER-2023-129378,2023-10-02,20231002,Frank Piper,United States,Chicago,AMER,NAMER,AmerisourceBergen,1007,Healthcare,SMB,OneView,NTZIDG02OZ,241.96,2,0.0,60.49,84534.0407841548,93.1444,25.0
2217,AMER-2023-129378,2023-10-02,20231002,Frank Piper,United States,Chicago,AMER,NAMER,AmerisourceBergen,1007,Healthcare,SMB,FinanceHub,JL5J4W5BCG,108.61,4,0.2,9.5,84534.0407841548,93.1444,8.75
2218,EMEA-2020-151953,2020-09-20,20200920,Victoria Wilkins,Germany,Berlin,EMEA,EU-WEST,Valero Energy,1093,Energy,Strategic,ChatBot Plugin,29QKT0CQOG,2.82,2,0.2,0.99,56103.7323182554,93.5,35.0
2219,AMER-2023-130841,2023-07-29,20230729,Sophie Pullman,United States,Los Angeles,AMER,NAMER,Bank of America Corp.,1011,Finance,Strategic,ContactMatcher,KQD0GQSXT2,9.98,4,0.2,3.62,84534.0407841548,93.1444,36.25
2220,AMER-2023-130841,2023-07-29,20230729,Sophie Pullman,United States,Los Angeles,AMER,NAMER,Bank of America Corp.,1011,Finance,Strategic,Marketing Suite - Gold,U8ZHRJA37Q,14.98,1,0.0,4.19,84534.0407841548,93.1444,28.0
2221,AMER-2023-130841,2023-07-29,20230729,Sophie Pullman,United States,Los Angeles,AMER,NAMER,Bank of America Corp.,1011,Finance,Strategic,Site Analytics,4UL5KKXQ2W,1145.6,4,0.2,100.24,84534.0407841548,93.1444,8.75
2222,AMER-2021-131884,2021-12-06,20211206,Paul Harris,Mexico,Mexico City,AMER,LATAM,PepsiCo,1073,Consumer Products,SMB,Site Analytics,QCK58SXW5S,485.94,2,0.4,-89.09,14185.7812248529,81.1832,-18.33
2223,AMER-2021-131884,2021-12-06,20211206,Paul Harris,Mexico,Mexico City,AMER,LATAM,PepsiCo,1073,Consumer Products,SMB,ChatBot Plugin,HYMA79Z4JX,37.38,8,0.2,4.67,14185.7812248529,81.1832,12.5
2224,AMER-2021-131884,2021-12-06,20211206,Paul Harris,Mexico,Mexico City,AMER,LATAM,PepsiCo,1073,Consumer Products,SMB,FinanceHub,IMGHW3IKZ6,70.69,1,0.3,-24.24,14185.7812248529,81.1832,-34.29
2225,EMEA-2023-121909,2023-08-01,20230801,Lily Paterson,France,Paris,EMEA,EU-WEST,Carrefour,1048,Retail,Strategic,Support,TC706G81TW,54.82,3,0.2,17.82,46103.0840855884,88.6538,32.5
2226,EMEA-2022-106383,2022-03-20,20220320,Warren Butler,Russian Federation,Moscow,EMEA,EU-EAST,Aviva,1006,Finance,SMB,Marketing Suite,O5N0F3UKF5,72.29,1,0.7,-98.8,14889.0185546875,94.365,-136.67
2227,APJ-2023-130771,2023-07-30,20230730,Richard Davidson,Japan,Chiba,APJ,JAPN,Intel,1051,Tech,Strategic,Storage,BK0V36N1TR,2.9,2,0.2,0.47,32487.0778047567,86.9815,16.25
2228,APJ-2023-130771,2023-07-30,20230730,Richard Davidson,Japan,Chiba,APJ,JAPN,Intel,1051,Tech,Strategic,Site Analytics,30IC0ESWKH,124.79,1,0.2,15.6,32487.0778047567,86.9815,12.5
2229,EMEA-2022-139157,2022-10-02,20221002,Una Mackay,United Kingdom,London,EMEA,UKIR,Intel,1051,Tech,SMB,ContactMatcher,F2QP2FLG9V,330.59,1,0.4,-115.71,53246.3676145108,96.2988,-35.0
2230,AMER-2020-128055,2020-03-31,20200331,Kimberly Short,United States,Los Angeles,AMER,NAMER,Chevron,1017,Energy,SMB,ContactMatcher,6451GF7VD8,673.57,2,0.2,252.59,84534.0407841548,93.1444,37.5
2231,AMER-2020-128055,2020-03-31,20200331,Kimberly Short,United States,Los Angeles,AMER,NAMER,Chevron,1017,Energy,SMB,OneView,W8KM7IREVC,52.98,2,0.0,14.83,84534.0407841548,93.1444,28.0
